Handle,Title,Product Description,SKU,Collection,Shipping Measurements,Specifications,Information,Recommendation,Care,Technical information,Measures,Form,Unit per box,Color,Material,Business type,Country of origin,Chipping resistance,Shock resistance,Porosity,Reinforced edges,Dishwasher,Microwave,Conventional oven
4-52060-vaso-old-fashion-apilable-10-1/4-oz-templado-grande,VASO OLD FASHION APILABLE 10 1/4 OZ TEMPLADO GRANDE,Pasabahce. Vaso Old Fashion 10 1/4 oz Apilable Templado Grande,4-52060,CRISTALERIA,38x28x11,,"Grande es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. La línea Grande de Pasabahce son de vidrio resistente, su transparencia permite ver la bebida que lo contiene además de que es una línea creada para ahorrar espacio, su diseño permite apilar los vasos","Vaso Old Fashion Apilable 10 1/4 oz
Además de ser un vaso muy versátil es excelente para el ahorro de espacio ya que es apilable.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,10 1/4 oz,Redondo,12,Transparente,Vidrio Templado,"Restaurante, Hotel, Bar, Cafetería",Turquía,Si,Si,N/A,N/A,Si,N/A,N/A
4-52713-vaso-high-ball-9-3/4-oz-templado-casablanca,VASO HIGH BALL  9 3/4 OZ TEMPLADO CASABLANCA,Pasabahce. Vaso High Ball 9 3/4 oz,4-52713,CRISTALERIA,34x25x13,,"Casablanca es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. La línea Casablanca de Pasabahce son de vidrio resistente, su transparencia permite ver la bebida que lo contiene. Su forma geométrica es clásica y básica para cualquier tipo de bebida de gran capacidad. El fondo grueso aporta mayor estabilidad.","Vaso High Ball 9 3/4 oz
Colección con silueta geométrica excelente para un ambiente informal y relajado.
Altamente resistente al choque térmico y físico.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,9 3/4 oz,Redondo,12,Transparente,Vidrio,"Restaurante, Hotel, Bar, Cafetería",Turquía,N/A,Si,N/A,N/A,Si,N/A,N/A
171-633-vaso-old-fashion-12-oz-morado-mambo,VASO OLD FASHION 12 OZ MORADO MAMBO,Degrenne. Vaso Old Fashion 12 oz Morado Mambo,171-633,CRISTALERIA,29x19x12,,"Mambo es una línea de Degrenne marca Francesa que fabrica productos de la más alta calidad. La colección Mambo es de vidrio soplado a boca y pintado en masa, resiste perfectamente la lavavajillas.","Excelente pieza para darle a la mesa ese toque de diversión sin perder la elegancia. Fabricado de manera artesanal ya que es vidrio soplado a boca, apto para lavavajillas.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,12 oz,Redondo,12,Morado,Vidrio,"Restaurante, Hotel, Bar, Cafetería",Francia,N/A,N/A,N/A,N/A,Si,N/A,N/A
sl-14735-copa-vino-bourdeaux-22-3/4-oz-exquisit,COPA VINO BOURDEAUX 22 3/4 OZ EXQUISIT,Stölzle. Copa Vino Bourdeaux 22 3/4 oz Equisit,SL-14735,CRISTALERIA,42x32x49,,"Exquisit es una línea de Stölzle marca Alemana que fabrica piezas de cristalería de alta resistencia, transparencia y calidad en general. La línea Exquisit cuenta con piezas atractivas y elegantes para cualquier servicio.","Una copa para vino de diseño elegante y atemporal, con tallo corto para conferirle estabilidad y resistencia.
Este modelo de copas garantiza la oxigenación óptima al agitar la copa, para que todos los aromas del vino se manifiesten a la perfección.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,22 3/4 oz,Redondo,6,Transparente,Vidrio Cristalino,"Restaurante, Hotel, Bar",Alemania,N/A,N/A,N/A,N/A,Si,N/A,N/A
4-52709-vaso-high-ball-13-3/4-oz-templado-casablanca,VASO HIGH BALL 13 3/4 OZ TEMPLADO CASABLANCA,Pasabahce. Vaso High Ball 13 3/4 oz Templado Casablanca,4-52709,CRISTALERIA,37x28x14,,"Casablanca es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. La línea Casablanca de Pasabahce son de vidrio resistente, su transparencia permite ver la bebida que lo contiene. Su forma geométrica es clásica y básica para cualquier tipo de bebida de gran capacidad. El fondo grueso aporta mayor estabilidad.","Vaso High Ball 13 3/4 oz
Colección con silueta geométrica excelente para un ambiente informal y relajado.
Altamente resistente al choque térmico y físico.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,13 3/4 oz,Redondo,12,Transparente,Vidrio Templado,"Restaurante, Hotel, Bar, Cafetería",Turquía,N/A,Si,N/A,N/A,Si,N/A,N/A
cr-0022al-vaso-high-ball-11-oz-lexington,VASO HIGH BALL 11 OZ LEXINGTON,Cristar. Vaso High Ball 11 oz Lexington,CR-0022AL,CRISTALERIA,41x28x32,,"Lexngton es una línea de la marca Cristar una marca colombiana que fabrica productos altamente resistentes y durables, por su vidrio resistente.","Vaso con silueta clásica y básica.
Ideal para uso donde la rotación es mucha, banquetes, comedores industriales, hoteles y restaurantes.
Muy resistente y apto para lavavajillas",Fácil de limpiar y se puede usar lavavajillas.,TRUE,11 oz,Redondo,48,Transparente,Vidrio,"Restaurante, Hotel, Bar, Cafetería, Banquetes",Colombia,N/A,N/A,N/A,Si,Si,N/A,N/A
99-191210-vaso-high-ball-15-oz-luna,VASO HIGH BALL 15 OZ LUNA,Bormioli. Vaso High Ball 15 oz Luna,99-191210,CRISTALERIA,33x25x16,,"Luna es una línea de la marca Bormioli Rocco una marca italiana que fabrica productos altamente resistentes y durables, por su vidrio templado. Luna tiene el fondo grueso y pesado con el detalle deuna burbuja en su interior. Es un diseño de resistencia y durabilidad.","Acabado detallado, su forma es perfecta para disfrutar de tus bebidas favoritas.
Detalle de burbuja en el interior del fondo.
Diferentes capacidadesen High Ball y Od Fashion.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,15 oz,Redondo,12,Transparente,Vidrio,"Restaurante, Hotel, Bar, Cafetería",Italia,N/A,N/A,N/A,N/A,Si,N/A,N/A
99-191200-vaso-old-fashion-11-1/2-oz-luna,VASO OLD FASHION 11 1/2 OZ LUNA,Bormioli. Vaso Old Fashion 11 1/2  oz Luna,99-191200,CRISTALERIA,35x27x12,,"Luna es una línea de la marca Bormioli Rocco una marca italiana que fabrica productos altamente resistentes y durables, por su vidrio templado. Luna tiene el fondo grueso y pesado con el detalle deuna burbuja en su interior. Es un diseño de resistencia y durabilidad.","Acabado detallado, su forma es perfecta para disfrutar de tus bebidas favoritas.
Detalle de burbuja en el interior del fondo.
Diferentes capacidadesen High Ball y Od Fashion.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,11 1/2 oz,Redondo,12,Transparente,Vidrio,"Restaurante, Hotel, Bar, Cafetería",Italia,N/A,N/A,N/A,N/A,Si,N/A,N/A
sl-3521512-vaso-15-1/2-oz-olivo-elements,VASO 15 1/2 OZ OLIVO ELEMENTS,Stölzle. ¨Vaso 15 1/2 oz Olivo Elements,SL-3521512,CRISTALERIA,39x30x29,,"Elements es una línea de Stölzle marca Alemana que fabrica piezas de cristalería de alta resistencia, transparencia y calidad en general. Este vaso en particular por su color aporta un toque orgánico y fresco a la mesa.","Excelente pieza para darle a la mesa ese toque de diversión sin perder la elegancia. 
Su silueta y color encajan en perfecta armonía en cualquier montaje.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,15 1/2 oz,Redondo,6,Olivo,Vidrio Cristalino,"Restaurante, Hotel",Alemania,N/A,N/A,N/A,N/A,Si,N/A,N/A
99-191190-vaso-high-ball-11-1/2-oz-luna,VASO HIGH BALL 11 1/2 OZ LUNA,Bormioli. Vaso High Ball 11 1/2 oz Luna,99-191190,CRISTALERIA,30x23x15,,"Luna es una línea de la marca Bormioli Rocco una marca italiana que fabrica productos altamente resistentes y durables, por su vidrio templado. Luna tiene el fondo grueso y pesado con el detalle deuna burbuja en su interior. Es un diseño de resistencia y durabilidad.","Acabado detallado, su forma es perfecta para disfrutar de tus bebidas favoritas.
Detalle de burbuja en el interior del fondo.
Diferentes capacidadesen High Ball y Od Fashion.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,11 1/2 oz,Redondo,12,Transparente,Vidrio,"Restaurante, Hotel, Bar, Cafetería",Italia,N/A,N/A,N/A,N/A,Si,N/A,N/A
99-191180-vaso-old-fashion-8-3/4-oz-luna,VASO OLD FASHION 8 3/4 OZ LUNA,Bormioli. Vaso Old Fashion 8 3/4  oz Luna,99-191180,CRISTALERIA,31x25x11,,"Luna es una línea de la marca Bormioli Rocco una marca italiana que fabrica productos altamente resistentes y durables, por su vidrio templado. Luna tiene el fondo grueso y pesado con el detalle deuna burbuja en su interior. Es un diseño de resistencia y durabilidad.","Acabado detallado, su forma es perfecta para disfrutar de tus bebidas favoritas.
Detalle de burbuja en el interior del fondo.
Diferentes capacidadesen High Ball y Od Fashion.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,8 3/4 oz,Redondo,12,Transparente,Vidrio,"Restaurante, Hotel, Bar, Cafetería",Italia,N/A,N/A,N/A,N/A,Si,N/A,N/A
sl-36619-copa-cerveza-13-1/4-oz-imperial,COPA CERVEZA  13 1/4 OZ IMPERIAL,Stölzle. Copa Cerveza 13 1/4 oz Imperial,SL-36619,CRISTALERIA,35x27x42,,"Imperial es una línea de Stölzle marca Alemana que fabrica piezas de cristalería de alta resistencia, transparencia y calidad en general. Estas copas con clase, con sus paredes delgadas y altas, exhiben de manera perfecta el color de la cerveza.","Copa Cerveza Imperial
Su tamaño le da lugar libre a la espuma, mientras que su cuerpo abierto crea un espacio para jugar con los aromas. Muchos de los bares más elegantes de cerveza están sirviendo su Ales belga en estas copas.
Estilos para los que se recomienda: American Black Ale, American Double / Imperial IPA, American Double / Imperial Stout, American Wild Ale, Belgian Dark Ale, Belgian IPA, Belgian Pale Ale, Belgian Strong Dark Ale.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,13 1/4 oz,Irregular,6,Transparente,Vidrio Cristalino,"Restaurante, Hotel",Alemania,N/A,N/A,N/A,N/A,Si,N/A,N/A
4-440237-copa-cocktail-17-2/4-oz-timeless,COPA COCKTAIL 17 2/4 OZ TIMELESS,Pasabahce. Copa Cocktail 17 2/4 oz Timeless,4-440237,CRISTALERIA,32x22x41,,"Timeless es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. Una línea con un diseño espectacular, vidrio templado con gran durabilidad, para uso profesional. Su diseño en forma de rombos permiten tener un diseño muy auténtico y original. Un diseño para todos los tiempos.","Actualmente este diseño de piezas están muy en boga, el aspecto de vidrio cortado da ese toque vintage y hace más atractivas las bebidas.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,17 2/4 oz,Irregular,12,Transparente,Vidrio,"Restaurante, Hotel, Bar",Turquía,N/A,N/A,N/A,N/A,Si,N/A,N/A
vcn-0290-copa-flauta-5-3/4-oz-templada-mencia,COPA FLAUTA 5 3/4 OZ TEMPLADA MENCIA,Vicrila. Copa Flauta 5 3/4 oz Templada Mencia,VCN-0290,CRISTALERIA,19x14x21,,"Mencia es una línea de la marca española Vicrila, esta fina colección es capaz de resistir diferencias bruscas de temperatura, por la resistencia que ofrece el vidrio templado.","Copa con silueta clásica y básica.
Ideal para uso donde la rotación es mucha, banquetes, hoteles y restaurantes.
Muy resistente y apto para lavavajillas",Fácil de limpiar y se puede usar lavavajillas.,TRUE,5 3/4 oz,Irregular,6,Transparente,Vidrio Templado,"Restaurante, Hotel, Bar, Banquetes",España,Si,Si,N/A,N/A,Si,N/A,N/A
99-166181-copa-grappa-2-3/4-oz-riserva,COPA GRAPPA 2 3/4 OZ RISERVA,Bormioli. Copa Grappa 2 3/4 oz Riserva,99-166181,CRISTALERIA,37x26x18,,Riserva es una línea de la marca Bormioli Rocco una marca italiana que fabrica productos altamente resistentes y durables. Esta pieza tiene el toque de buen gusto y elegancia para cualquier mesa.,"Esta pieza cuenta con una silueta única, magnifica para bebidas cortas, licor, aperitivos y digestivos. 
Fuste robusto para una buena estabilidad.
Apta para lavavajillas",Fácil de limpiar y se puede usar lavavajillas.,TRUE,2 3/4 oz,Irregular,6,Transparente,Vidrio,"Restaurante, Hotel, Bar",Italia,N/A,N/A,N/A,N/A,Si,N/A,N/A
arc-d0795-copa-vino-25-1/4-oz-cabernet,COPA VINO 25 1/4 OZ CABERNET,Arcoroc. Copa Vino 25 1/4 oz Cabernet,ARC-D0795,CRISTALERIA,45x34x28,,"Cabernet es una línea de la marca francesas Arcoroc, es una línea resistente y fina al mismo tiempo. Con un fuste fuerte. Esta línea esta integrada por productos templados, que son muy apreciados por los profesionales. Son 5 veces más resistentes. Con diseño, elegancia y solidez: el temple confiere al artículo una resistencia añadida sin darle más espesor al cristal. El producto conserva de esta manera toda su finura y diseño.","Pieza con el cuerpo y transparencia idónea para mantener la oxigenación, aroma y sabor correctos del vino. 
Sumamente resistente
Apto para lavavajillas",Fácil de limpiar y se puede usar lavavajillas.,TRUE,25 1/4 oz,Irregular,6,Transparente,Vidrio,"Restaurante, Hotel, Bar",Francia,Si,Si,N/A,N/A,Si,N/A,N/A
cr-5414al24-copa-vino-10-oz-rioja,COPA VINO 10 OZ RIOJA,Cristar. Copa Vino 10 oz Rioja,CR-5414AL24,CRISTALERIA,48x33x21,,"Rioja es una línea de la marca Cristar una marca colombiana que fabrica productos altamente resistentes y durables, por su vidrio resistente.","Copa con silueta clásica y básica.
Ideal para uso donde la rotación es mucha, banquetes, hoteles y restaurantes.
Muy resistente y apto para lavavajillas",Fácil de limpiar y se puede usar lavavajillas.,TRUE,10 oz,Irregular,24,Transparente,Vidrio,"Restaurante, Hotel, Bar",Colombia,N/A,N/A,N/A,N/A,Si,N/A,N/A
un-094-garrafa-8-oz-vidrio-doble-pared-in-&-out,GARRAFA 8 OZ VIDRIO DOBLE PARED IN & OUT,Unno. Garrafa 8 oz. Dble Parde In & Out,UN-094,CRISTALERIA,36x27x42,,"Unno es una marca de cristalería que se caracteriz a por sus piezas con formas innovadoras, vanguardistas, y con tendencia sin perder la elegancia para hacer de cada bebida algo único .","El doble fondo hace que  las piezas de Unno sean muy atractivas a la vista.
Ideales para cualquier tipo de bebida ya sea fría o caliente gracias a su gran resistencia al choque térmico y físico.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,8 oz,Irregular,6,Transparente,Vidrio,"Restaurante, Hotel, Bar",China,N/A,N/A,N/A,N/A,Si,N/A,N/A
sl-10007-copa-flauta-6-3/4-oz-weinland,COPA FLAUTA 6 3/4 OZ WEINLAND,Stölzle. Copa Flauta 6 3/4 oz. Weinland,SL-10007,CRISTALERIA,46x31x25,,"Weinland es una línea de Stölzle marca Alemana que fabrica piezas de cristalería de alta resistencia, transparencia y calidad en general. La línea Weinland cuenta con piezas atractivas y elegantes para cualquier servicio.","Una copa para vino de diseño elegante y atemporal, vidrio cristalino sin plomo.
Este modelo de copas garantiza la oxigenación óptima al agitar la copa, para que todos los aromas del vino se manifiesten a la perfección.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,6 3/4 oz,Irregular,6,Transparente,Vidrio Cristalino,"Restaurante, Hotel, Bar",Alemania,N/A,N/A,N/A,N/A,Si,N/A,N/A
vcn-0265-copa-grandes-vinos-19-oz-templada-mencia,COPA GRANDES VINOS 19 OZ TEMPLADA MENCIA,Vicrila.Copa Grandes Vinos 19 oz Templada Mencia,VCN-0265,CRISTALERIA,29x19x25,,"Mencia es una línea de la marca española Vicrila, esta fina colección es capaz de resistir diferencias bruscas de temperatura, por la resistencia que ofrece el vidrio templado.","Copa con silueta clásica y básica.
Ideal para uso donde la rotación es mucha, banquetes, hoteles y restaurantes.
Muy resistente y apto para lavavajillas",Fácil de limpiar y se puede usar lavavajillas.,TRUE,19 oz,Irregular,6,Transparente,Vidrio Templado,"Restaurante, Hotel, Bar, Banquetes",España,Si,Si,N/A,N/A,Si,N/A,N/A
vcn-0287-copa-cerveza-14-3/4-oz-templada-abadia,COPA CERVEZA  14 3/4 OZ TEMPLADA ABADIA,Vicrila. Copa Cerveza 14 3/4 oz Templada Abadia,VCN-0287,CRISTALERIA,27x18x18,,"Abadia una línea de la marca española Vicrila, esta fina colección es capaz de resistir diferencias bruscas de temperatura, por la resistencia que ofrece el vidrio templado. Pieza idónea para catas y maridajes.","Copa Cerveza Abadía
Su tamaño le da lugar libre a la espuma, mientras que su cuerpo abierto crea un espacio para jugar con los aromas. Muchos de los bares más elegantes de cerveza están sirviendo su Ales belga en estas copas.
Estilos para los que se recomienda: American Black Ale, American Double / Imperial IPA, American Double / Imperial Stout, American Wild Ale, Belgian Dark Ale, Belgian IPA, Belgian Pale Ale, Belgian Strong Dark Ale.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,14 3/4 oz,Irregular,6,Transparente,Vidrio Templado,"Restaurante, Hotel, Bar",España,Si,Si,N/A,N/A,Si,N/A,N/A
arc-4757-copa-agua-pie-corto-14-oz,COPA AGUA PIE CORTO 14 OZ,Arcoroc. Copa Agua Pie Corto 14 oz Excalibur,ARC-4757,CRISTALERIA,51x35x19,,"Excalibur es una línea de la marca francesa Arcoroc, es una línea resistente y fina al mismo tiempo. Con un fuste fuerte. Es la pieza ideal para un excelente montaje.","La silueta de esta copa para agua, sencilla y clásica permite la combinación con cualquier línea de cristalería.
Elegancia, transparencia y resistencia combinan a la perfección en esta pieza.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,14 oz,Irregular,24,Transparente,Vidrio,"Restaurante, Hotel, Bar",Francia,N/A,N/A,N/A,N/A,Si,N/A,N/A
sl-21035-copa-vino-bordeaux-23-oz-grand-cuvee,COPA VINO BORDEAUX 23 OZ GRAND CUVEE,Stölzle. Copa Vino Bordeaux 23 oz Grand Cuvee,SL-21035,CRISTALERIA,41x31x54,,"Grand Cuvee es una línea de Stölzle marca Alemana que fabrica piezas de cristalería de alta resistencia, transparencia y calidad en general. La línea Grand Cuvee tiene un diseño equilibrado, copa alta y elegante además de un borde fino sin labio.","Una copa para vino de diseño elegante y atemporal, vidrio cristalino sin plomo.
Este modelo de copas garantiza la oxigenación óptima al agitar la copa, para que todos los aromas del vino se manifiesten a la perfección.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,23 oz,Irregular,6,Transparente,Vidrio Cristalino,"Restaurante, Hotel, Bar",Alemania,N/A,N/A,N/A,N/A,Si,N/A,N/A
4-42116-copa-cerveza-13-3/4-oz-weizen,COPA CERVEZA 13 3/4 OZ WEIZEN,Pasabahce. Copa Cerveza 13 3/4 oz Weizen,4-42116,CRISTALERIA,31x24x42,,"Weizen es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. Estas copas con clase, con sus paredes delgadas y longitud, exhiben el color de la cerveza y permite mucho espacio de cabeza para contener la asociación esponjosa de la misma, cabezas con estilo. Una recomendación. Olvidese de la guarnición de limón, el cítrico mata la cabeza de espusa que se forma en esta hermosa copa.","Copa de Cerveza de Vidrio.
El diseño clásico y básico para Cerveza.
Esta forma de Copa es ideal para Cerveza de Tipo; Larger, Pilsner, Bock.
Las copas son específicamente producidas para mantener el volúmen y dejar crecer la espuma en su entorno, mientras que el aroma y el cuerpo son asociados con estilo.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,13 3/4 oz,Irregular,6,Transparente,Vidrio,"Restaurante, Hotel, Bar",Turquía,N/A,N/A,N/A,N/A,Si,N/A,N/A
sl-21001-copa-vino-all-purpose-17-1/2-oz-grand-cuvee,COPA VINO ALL PURPOSE 17 1/2 OZ GRAND CUVEE,Stölzle. Copa Vino All Purpose 17 1/2 oz. Grand Cuvee,SL-21001,CRISTALERIA,38x28x51,,"Grand Cuvee es una línea de Stölzle marca Alemana que fabrica piezas de cristalería de alta resistencia, transparencia y calidad en general. La línea Grand Cuvee tiene un diseño equilibrado, copa alta y elegante además de un borde fino sin labio.","Una copa para vino de diseño elegante y atemporal, vidrio cristalino sin plomo.
Este modelo de copas garantiza la oxigenación óptima al agitar la copa, para que todos los aromas del vino se manifiesten a la perfección.",Fácil de limpiar y se puede usar lavavajillas.,TRUE,17 1/2 oz,Irregular,6,Transparente,Vidrio Cristalino,"Restaurante, Hotel, Bar",Alemania,N/A,N/A,N/A,N/A,Si,N/A,N/A
